time,algo,unpaid_total_amount,unpaid_algo_amount,profitability,balance
2021-03-31 11:20:00,20,0.00001924,0.00000358,0.00010368,
2021-03-31 11:20:00,56,0.00001924,0.00001566,0.00010368,
2021-03-31 11:15:00,20,0.00001888,0.00000358,0.00004032000000000001,
2021-03-31 11:15:00,56,0.00001888,0.00001530,0.00004032000000000001,
2021-03-31 11:10:00,20,0.00001874,0.00000358,0.00005184,
2021-03-31 11:10:00,56,0.00001874,0.00001516,0.00005184,
2021-03-31 11:05:00,20,0.00001856,0.00000358,0.00003168,
2021-03-31 11:05:00,56,0.00001856,0.00001498,0.00003168,
2021-03-31 11:00:00,20,0.00001845,0.00000358,0.000057600000000000004,
2021-03-31 11:00:00,56,0.00001845,0.00001487,0.000057600000000000004,
2021-03-31 10:55:00,20,0.00001825,0.00000358,0.000028800000000000002,
2021-03-31 10:55:00,56,0.00001825,0.00001467,0.000028800000000000002,
2021-03-31 10:50:00,20,0.00001809,0.00000352,0.00008928,
2021-03-31 10:50:00,56,0.00001809,0.00001457,0.00008928,
2021-03-31 10:45:00,20,0.00001778,0.00000352,0.00004319999999999999,
2021-03-31 10:45:00,56,0.00001778,0.00001426,0.00004319999999999999,
2021-03-31 10:40:00,20,0.00001763,0.00000352,0.00011808,
2021-03-31 10:40:00,56,0.00001763,0.00001411,0.00011808,
2021-03-31 10:35:00,20,0.00001722,0.00000352,0.000057600000000000004,
2021-03-31 10:35:00,56,0.00001722,0.00001370,0.000057600000000000004,
2021-03-31 10:30:00,20,0.00001702,0.00000352,0.00003168,
2021-03-31 10:30:00,56,0.00001702,0.00001350,0.00003168,
2021-03-31 10:25:00,20,0.00001691,0.00000352,0.00008928,
2021-03-31 10:25:00,56,0.00001691,0.00001339,0.00008928,
2021-03-31 10:20:00,20,0.00001660,0.00000352,0.000057600000000000004,
2021-03-31 10:20:00,56,0.00001660,0.00001308,0.000057600000000000004,
2021-03-31 10:15:00,20,0.00001640,0.00000352,0.00006048,
2021-03-31 10:15:00,56,0.00001640,0.00001288,0.00006048,
2021-03-31 10:10:00,20,0.00001619,0.00000352,0.00009792,
2021-03-31 10:10:00,56,0.00001619,0.00001267,0.00009792,
2021-03-31 10:05:00,20,0.00001582,0.00000352,0.000051840000000000005,
2021-03-31 10:05:00,56,0.00001582,0.00001230,0.000051840000000000005,
2021-03-31 10:00:00,20,0.00001564,0.00000352,0.00004319999999999999,
2021-03-31 10:00:00,56,0.00001564,0.00001212,0.00004319999999999999,
2021-03-31 09:55:00,20,0.00001549,0.00000352,0.000054720000000000005,
2021-03-31 09:55:00,56,0.00001549,0.00001197,0.000054720000000000005,
2021-03-31 09:50:00,20,0.00001530,0.00000352,0.00003744,
2021-03-31 09:50:00,56,0.00001530,0.00001178,0.00003744,
2021-03-31 09:45:00,20,0.00001517,0.00000352,0.000031679999999999995,
2021-03-31 09:45:00,56,0.00001517,0.00001165,0.000031679999999999995,
2021-03-31 09:40:00,20,0.00001506,0.00000352,0.00010656,
2021-03-31 09:40:00,56,0.00001506,0.00001154,0.00010656,
2021-03-31 09:35:00,20,0.00001469,0.00000352,0.00008928,
2021-03-31 09:35:00,56,0.00001469,0.00001117,0.00008928,
2021-03-31 09:30:00,20,0.00001438,0.00000352,0.00006336,
2021-03-31 09:30:00,56,0.00001438,0.00001086,0.00006336,
2021-03-31 09:25:00,20,0.00001416,0.00000352,0.000072,
2021-03-31 09:25:00,56,0.00001416,0.00001064,0.000072,
2021-03-31 09:20:00,20,0.00001386,0.00000347,0.00004896,
2021-03-31 09:20:00,56,0.00001386,0.00001039,0.00004896,
2021-03-31 09:15:00,20,0.00001369,0.00000330,0.00006048,
2021-03-31 09:15:00,56,0.00001369,0.00001039,0.00006048,
2021-03-31 09:10:00,20,0.00001348,0.00000309,0.00006336,
2021-03-31 09:10:00,56,0.00001348,0.00001039,0.00006336,
2021-03-31 09:05:00,20,0.00001310,0.00000287,0.00004319999999999999,
2021-03-31 09:05:00,56,0.00001310,0.00001023,0.00004319999999999999,
2021-03-31 09:00:00,20,0.00001284,0.00000276,0.00003456000000000001,
2021-03-31 09:00:00,56,0.00001284,0.00001008,0.00003456000000000001,
2021-03-31 08:55:00,20,0.00001262,0.00000264,0.00013536,
2021-03-31 08:55:00,56,0.00001262,0.00000998,0.00013536,
2021-03-31 08:50:00,20,0.00001215,0.00000264,0.00008639999999999999,
2021-03-31 08:50:00,56,0.00001215,0.00000951,0.00008639999999999999,
2021-03-31 08:45:00,20,0.00001185,0.00000264,0.00003168,
2021-03-31 08:45:00,56,0.00001185,0.00000921,0.00003168,
2021-03-31 08:40:00,20,0.00001159,0.00000249,0.000057600000000000004,
2021-03-31 08:40:00,56,0.00001159,0.00000910,0.000057600000000000004,
2021-03-31 08:35:00,20,0.00001139,0.00000242,0.00006336,
2021-03-31 08:35:00,56,0.00001139,0.00000897,0.00006336,
2021-03-31 08:30:00,20,0.00001123,0.00000226,0.00007776,
2021-03-31 08:30:00,56,0.00001123,0.00000897,0.00007776,
2021-03-31 08:25:00,20,0.00001096,0.00000199,0.00006336,
2021-03-31 08:25:00,56,0.00001096,0.00000897,0.00006336,
2021-03-31 08:20:00,20,0.00001074,0.00000177,0.000046080000000000006,
2021-03-31 08:20:00,56,0.00001074,0.00000897,0.000046080000000000006,
2021-03-31 08:15:00,20,0.00001058,0.00000161,0.00006336,
2021-03-31 08:15:00,56,0.00001058,0.00000897,0.00006336,
2021-03-31 08:10:00,20,0.00001036,0.00000139,0.00007200000000000002,
2021-03-31 08:10:00,56,0.00001036,0.00000897,0.00007200000000000002,
2021-03-31 08:05:00,56,0.00001011,0.00000897,0.00007776,
2021-03-31 08:05:00,20,0.00001011,0.00000114,0.00007776,
2021-03-31 08:00:00,20,0.00000984,0.00000087,0.00006912000000000002,
2021-03-31 08:00:00,56,0.00000984,0.00000897,0.00006912000000000002,
2021-03-31 07:55:00,20,0.00000960,0.00000063,0.00006912000000000002,
2021-03-31 07:55:00,56,0.00000960,0.00000897,0.00006912000000000002,
2021-03-31 07:50:00,20,0.00000936,0.00000039,0.00003168000000000001,
2021-03-31 07:50:00,56,0.00000936,0.00000897,0.00003168000000000001,
2021-03-31 07:45:00,20,0.00000929,0.00000037,0.00002592,
2021-03-31 07:45:00,56,0.00000929,0.00000892,0.00002592,
2021-03-31 07:40:00,20,0.00000912,0.00000029,0.00006911999999999999,
2021-03-31 07:40:00,56,0.00000912,0.00000883,0.00006911999999999999,
2021-03-31 07:35:00,20,0.00000888,0.00000024,0.00008064000000000001,
2021-03-31 07:35:00,56,0.00000888,0.00000864,0.00008064000000000001,
2021-03-31 07:30:00,20,0.00000860,0.00000024,0.00002592,
2021-03-31 07:30:00,56,0.00000860,0.00000836,0.00002592,
2021-03-31 07:25:00,20,0.00000851,0.00000024,0.000040319999999999993,
2021-03-31 07:25:00,56,0.00000851,0.00000827,0.000040319999999999993,
2021-03-31 07:20:00,20,0.00000837,0.00000024,0.000051840000000000005,
2021-03-31 07:20:00,56,0.00000837,0.00000813,0.000051840000000000005,
2021-03-31 07:15:00,20,0.00000819,0.00000006,0.00006336,
2021-03-31 07:15:00,56,0.00000819,0.00000813,0.00006336,
2021-03-31 07:10:00,20,0.00000797,0.00000006,0.00006048,
2021-03-31 07:10:00,56,0.00000797,0.00000791,0.00006048,
2021-03-31 07:05:00,20,0.00000776,0.00000006,0.00003168,
2021-03-31 07:05:00,56,0.00000776,0.00000770,0.00003168,
2021-03-31 07:00:00,20,0.00000765,0.00000006,0.000046080000000000006,
2021-03-31 07:00:00,56,0.00000765,0.00000759,0.000046080000000000006,
2021-03-31 06:55:00,20,0.00000749,0.00000006,0.000011520000000000002,
2021-03-31 06:55:00,56,0.00000749,0.00000743,0.000011520000000000002,
2021-03-31 06:50:00,56,0.00000739,0.00000739,0.000031679999999999995,
2021-03-31 06:45:00,56,0.00000728,0.00000728,0.00005184,
2021-03-31 06:40:00,56,0.00000710,0.00000710,0.000025919999999999992,
2021-03-31 06:35:00,56,0.00000701,0.00000701,0.00006335999999999999,
2021-03-31 06:30:00,56,0.00000679,0.00000679,0.00006336,
2021-03-31 06:25:00,56,0.00000657,0.00000657,0.00007776,
2021-03-31 06:20:00,56,0.00000630,0.00000630,0.000040319999999999993,
2021-03-31 06:15:00,56,0.00000616,0.00000616,0.00006336,
2021-03-31 06:10:00,56,0.00000594,0.00000594,0.00002592,
2021-03-31 06:05:00,56,0.00000585,0.00000585,0.00012096,
2021-03-31 06:00:00,56,0.00000543,0.00000543,0.00005471999999999999,
2021-03-31 05:55:00,56,0.00000524,0.00000524,0.00010656000000000002,
2021-03-31 05:50:00,56,0.00000487,0.00000487,0.000046080000000000006,
2021-03-31 05:45:00,56,0.00000471,0.00000471,0.000040319999999999993,
2021-03-31 05:40:00,56,0.00000457,0.00000457,0.00007488,
2021-03-31 05:35:00,56,0.00000431,0.00000431,0.000051840000000000005,
2021-03-31 05:30:00,56,0.00000413,0.00000413,0.00006912000000000002,
2021-03-31 05:25:00,56,0.00000389,0.00000389,0.00004032000000000001,
2021-03-31 05:20:00,56,0.00000375,0.00000375,0.000057600000000000004,
2021-03-31 05:15:00,56,0.00000355,0.00000355,0.000028800000000000002,
2021-03-31 05:10:00,56,0.00000345,0.00000345,0.000051839999999999985,
2021-03-31 05:05:00,56,0.00000327,0.00000327,0.00005184,
2021-03-31 05:00:00,56,0.00000309,0.00000309,0.00006624,
2021-03-31 04:55:00,56,0.00000286,0.00000286,0.00004607999999999999,
2021-03-31 04:50:00,56,0.00000270,0.00000270,0.00008639999999999999,
2021-03-31 04:45:00,56,0.00000240,0.00000240,0.00008063999999999999,
2021-03-31 04:40:00,56,0.00000212,0.00000212,0.00006335999999999999,
2021-03-31 04:35:00,56,0.00000190,0.00000190,0.00008639999999999999,
2021-03-31 04:30:00,56,0.00000160,0.00000160,0.00008639999999999999,
2021-03-31 04:25:00,56,0.00000130,0.00000130,0.000057600000000000004,
2021-03-31 04:20:00,56,0.00000110,0.00000110,0.000072,
2021-03-31 04:15:00,56,0.00000085,0.00000085,0.00008639999999999999,
2021-03-31 04:10:00,56,0.00000055,0.00000055,0.00004319999999999999,
2021-03-31 04:05:00,56,0.00000040,0.00000040,0.00009504000000000001,
2021-03-31 04:00:00,20,0.00000007,0.00000000,0.000057600000000000004,
2021-03-31 04:00:00,56,0.00000007,0.00000007,0.000057600000000000004,
2021-03-31 03:59:59,20,0.00001990,0.00000273,0.00006912000000000002,
2021-03-31 03:59:59,56,0.00001990,0.00001717,0.00006912000000000002,
2021-03-31 03:55:00,20,0.00001977,0.00000273,0.00007488,
2021-03-31 03:55:00,56,0.00001977,0.00001704,0.00007488,
2021-03-31 03:50:00,20,0.00001951,0.00000273,0.00007488,
2021-03-31 03:50:00,56,0.00001951,0.00001678,0.00007488,
2021-03-31 03:45:00,20,0.00001925,0.00000273,0.00005184,
2021-03-31 03:45:00,56,0.00001925,0.00001652,0.00005184,
2021-03-31 03:40:00,20,0.00001907,0.00000273,0.00006624,
2021-03-31 03:40:00,56,0.00001907,0.00001634,0.00006624,
2021-03-31 03:35:00,20,0.00001884,0.00000273,0.00006048,
2021-03-31 03:35:00,56,0.00001884,0.00001611,0.00006048,
2021-03-31 03:30:00,20,0.00001863,0.00000273,0.00003744,
2021-03-31 03:30:00,56,0.00001863,0.00001590,0.00003744,
2021-03-31 03:25:00,20,0.00001850,0.00000273,0.000072,
2021-03-31 03:25:00,56,0.00001850,0.00001577,0.000072,
2021-03-31 03:20:00,20,0.00001825,0.00000273,0.00007776,
2021-03-31 03:20:00,56,0.00001825,0.00001552,0.00007776,
2021-03-31 03:15:00,20,0.00001798,0.00000273,0.00003456000000000001,
2021-03-31 03:15:00,56,0.00001798,0.00001525,0.00003456000000000001,
2021-03-31 03:10:00,20,0.00001786,0.00000273,0.00004319999999999999,
2021-03-31 03:10:00,56,0.00001786,0.00001513,0.00004319999999999999,
2021-03-31 03:05:00,20,0.00001770,0.00000272,0.00008352,
2021-03-31 03:05:00,56,0.00001770,0.00001498,0.00008352,
2021-03-31 03:00:00,20,0.00001741,0.00000272,0.000072,
2021-03-31 03:00:00,56,0.00001741,0.00001469,0.000072,
2021-03-31 02:55:00,20,0.00001716,0.00000272,0.00012671999999999998,
2021-03-31 02:55:00,56,0.00001716,0.00001444,0.00012671999999999998,
2021-03-31 02:50:00,20,0.00001672,0.00000272,0.00005471999999999999,
2021-03-31 02:50:00,56,0.00001672,0.00001400,0.00005471999999999999,
2021-03-31 02:45:00,20,0.00001653,0.00000272,0.000040319999999999993,
2021-03-31 02:45:00,56,0.00001653,0.00001381,0.000040319999999999993,
2021-03-31 02:40:00,20,0.00001639,0.00000272,0.00006911999999999999,
2021-03-31 02:40:00,56,0.00001639,0.00001367,0.00006911999999999999,
2021-03-31 02:35:00,20,0.00001615,0.00000272,0.00006336,
2021-03-31 02:35:00,56,0.00001615,0.00001343,0.00006336,
2021-03-31 02:30:00,20,0.00001593,0.00000272,0.000025920000000000003,
2021-03-31 02:30:00,56,0.00001593,0.00001321,0.000025920000000000003,
2021-03-31 02:25:00,20,0.00001584,0.00000272,0.000046080000000000006,
2021-03-31 02:25:00,56,0.00001584,0.00001312,0.000046080000000000006,
2021-03-31 02:20:00,20,0.00001566,0.00000270,0.000054720000000000005,
2021-03-31 02:20:00,56,0.00001566,0.00001296,0.000054720000000000005,
2021-03-31 02:15:00,20,0.00001547,0.00000270,0.00009792,
2021-03-31 02:15:00,56,0.00001547,0.00001277,0.00009792,
2021-03-31 02:10:00,20,0.00001513,0.00000270,0.00006336,
2021-03-31 02:10:00,56,0.00001513,0.00001243,0.00006336,
2021-03-31 02:05:00,20,0.00001491,0.00000270,0.00006335999999999999,
2021-03-31 02:05:00,56,0.00001491,0.00001221,0.00006335999999999999,
2021-03-31 02:00:00,20,0.00001469,0.00000270,0.00005471999999999999,
2021-03-31 02:00:00,56,0.00001469,0.00001199,0.00005471999999999999,
2021-03-31 01:55:00,20,0.00001450,0.00000270,0.00006624,
2021-03-31 01:55:00,56,0.00001450,0.00001180,0.00006624,
2021-03-31 01:50:00,20,0.00001427,0.00000270,0.000008640000000000002,
2021-03-31 01:50:00,56,0.00001427,0.00001157,0.000008640000000000002,
2021-03-31 01:45:00,20,0.00001414,0.00000260,0.000057600000000000004,
2021-03-31 01:45:00,56,0.00001414,0.00001154,0.000057600000000000004,
2021-03-31 01:40:00,20,0.00001392,0.00000238,0.00006624,
2021-03-31 01:40:00,56,0.00001392,0.00001154,0.00006624,
2021-03-31 01:35:00,20,0.00001369,0.00000238,0.000057600000000000004,
2021-03-31 01:35:00,56,0.00001369,0.00001131,0.000057600000000000004,
2021-03-31 01:30:00,20,0.00001349,0.00000238,0.000028800000000000002,
2021-03-31 01:30:00,56,0.00001349,0.00001111,0.000028800000000000002,
2021-03-31 01:25:00,20,0.00001339,0.00000238,0.00004319999999999999,
2021-03-31 01:25:00,56,0.00001339,0.00001101,0.00004319999999999999,
2021-03-31 01:20:00,20,0.00001324,0.00000238,0.000072,
2021-03-31 01:20:00,56,0.00001324,0.00001086,0.000072,
2021-03-31 01:15:00,20,0.00001299,0.00000238,0.00006336,
2021-03-31 01:15:00,56,0.00001299,0.00001061,0.00006336,
2021-03-31 01:10:00,20,0.00001277,0.00000238,0.000028800000000000002,
2021-03-31 01:10:00,56,0.00001277,0.00001039,0.000028800000000000002,
2021-03-31 01:05:00,20,0.00001267,0.00000238,0.000072,
2021-03-31 01:05:00,56,0.00001267,0.00001029,0.000072,
2021-03-31 01:00:00,20,0.00001242,0.00000238,0.00005471999999999999,
2021-03-31 01:00:00,56,0.00001242,0.00001004,0.00005471999999999999,
2021-03-31 00:55:00,20,0.00001223,0.00000238,0.00010079999999999998,
2021-03-31 00:55:00,56,0.00001223,0.00000985,0.00010079999999999998,
